precio,expensas,direccion,localidad,superficie_total,superficie_cubierta,cantidad_de_ambiente,cantidad_de_banios,cantidad_de_dormitorios,antiguedad,disposicion,orientacion,luminosidad,cantidad_de_cocheras,cantidad_de_toiletes,estado_general,aire_acondicionado,alarma,amoblado,caldera,calefacción,cancha_deportes,cocina_equipada,frigobar,lavarropas,lavavajillas,microondas,quincho,sum,sauna,secarropas,termotanque,vigilancia,ascensor,caja_fuerte,internet,laundry,servicio_de_limpieza,balcon,dependencia_servicio,dormitorio_en_suite,jardin,lavadero,patio,terraza,apto_profesional,gimnasio,hidromasaje,parrilla,permite_mascotas,pileta,sala_de_juegos,solarium,uso_comercial,amoblado.1,acceso_movilidad_reducida,provincia,precio_m2,precio_m2_cubierto,precio_m2_medio_localidad,precio_m2_cubierto_medio_localidad,precio_medio_localidad,precio_medio_prov,num_provincia
250, $ 40.000,Av. General Paz  1500 3°,"Cofico, Córdoba",50,50,2,1,1,2,Frente,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Cordoba,5.0,5.0,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
260, $ 36.000,NICOLAS AVELLANEDA ,"Cofico, Córdoba",40,40,2,1,1,14,Frente,0,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Cordoba,6.5,6.5,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
270, $ 48.000,Mariano Fragueiro 1466,"Cofico, Córdoba",55,48,2,1,1,6,Frente,E,Muy luminoso,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,4.909090909090909,5.625,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
280,0,Bedoya  800,"Cofico, Córdoba",48,48,2,1,1,15,Frente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,5.833333333333333,5.833333333333333,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
300, $ 10.000,bedoya 1088,"Cofico, Córdoba",40,40,2,1,1,10,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Cordoba,7.5,7.5,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
320,0,MENDOZA ,"Cofico, Córdoba",42,42,2,1,1,4,Frente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Cordoba,7.619047619047619,7.619047619047619,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
320, $ 60.000,Mendoza al 1500,"Cofico, Córdoba",40,40,2,1,1,2,0,E,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Cordoba,8.0,8.0,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
320, $ 35.000,Sucre  1400 PB,"Cofico, Córdoba",57,45,2,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,5.614035087719298,7.111111111111111,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
330, $ 35.000,José María Bedoya 900,"Cofico, Córdoba",55,55,2,1,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,6.0,6.0,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
330, $ 25.000,José María Bedoya 960,"Cofico, Córdoba",45,45,2,1,1,10,Frente,S,Muy luminoso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Cordoba,7.333333333333333,7.333333333333333,5.841240177381668,6.070731667322576,270.90909090909093,332.3255813953488,Cordoba
